Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Ano (Código),Ano,Variável (Código),Variável,Sexo (Código),Sexo,Idade (Código),Idade,Forma de declaração da idade (Código),Forma de declaração da idade
3,Unidade da Federação,45,Pessoas,517,16,Amapá,2022,2022,93,População residente,5,Mulheres,93073,2 meses,113635,Total
3,Unidade da Federação,45,Pessoas,463,16,Amapá,2022,2022,93,População residente,5,Mulheres,93074,3 meses,113635,Total
3,Unidade da Federação,45,Pessoas,475,16,Amapá,2022,2022,93,População residente,5,Mulheres,93075,4 meses,113635,Total
3,Unidade da Federação,45,Pessoas,440,16,Amapá,2022,2022,93,População residente,5,Mulheres,93076,5 meses,113635,Total
3,Unidade da Federação,45,Pessoas,469,16,Amapá,2022,2022,93,População residente,5,Mulheres,93077,6 meses,113635,Total
3,Unidade da Federação,45,Pessoas,573,16,Amapá,2022,2022,93,População residente,5,Mulheres,93078,7 meses,113635,Total
3,Unidade da Federação,45,Pessoas,620,16,Amapá,2022,2022,93,População residente,5,Mulheres,93079,8 meses,113635,Total
3,Unidade da Federação,45,Pessoas,540,16,Amapá,2022,2022,93,População residente,5,Mulheres,93080,9 meses,113635,Total
3,Unidade da Federação,45,Pessoas,550,16,Amapá,2022,2022,93,População residente,5,Mulheres,93081,10 meses,113635,Total
3,Unidade da Federação,45,Pessoas,529,16,Amapá,2022,2022,93,População residente,5,Mulheres,93082,11 meses,113635,Total
3,Unidade da Federação,45,Pessoas,6277,16,Amapá,2022,2022,93,População residente,5,Mulheres,6558,1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,6486,16,Amapá,2022,2022,93,População residente,5,Mulheres,6559,2 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6699,16,Amapá,2022,2022,93,População residente,5,Mulheres,6560,3 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6704,16,Amapá,2022,2022,93,População residente,5,Mulheres,6561,4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,32818,16,Amapá,2022,2022,93,População residente,5,Mulheres,93084,5 a 9 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6370,16,Amapá,2022,2022,93,População residente,5,Mulheres,6562,5 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6642,16,Amapá,2022,2022,93,População residente,5,Mulheres,6563,6 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6804,16,Amapá,2022,2022,93,População residente,5,Mulheres,6564,7 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6591,16,Amapá,2022,2022,93,População residente,5,Mulheres,6565,8 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6411,16,Amapá,2022,2022,93,População residente,5,Mulheres,6566,9 anos,113635,Total
3,Unidade da Federação,45,Pessoas,31936,16,Amapá,2022,2022,93,População residente,5,Mulheres,93085,10 a 14 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6245,16,Amapá,2022,2022,93,População residente,5,Mulheres,6567,10 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6202,16,Amapá,2022,2022,93,População residente,5,Mulheres,6568,11 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6569,16,Amapá,2022,2022,93,População residente,5,Mulheres,6569,12 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6492,16,Amapá,2022,2022,93,População residente,5,Mulheres,6570,13 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6428,16,Amapá,2022,2022,93,População residente,5,Mulheres,6571,14 anos,113635,Total
3,Unidade da Federação,45,Pessoas,33269,16,Amapá,2022,2022,93,População residente,5,Mulheres,93086,15 a 19 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6585,16,Amapá,2022,2022,93,População residente,5,Mulheres,6572,15 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6636,16,Amapá,2022,2022,93,População residente,5,Mulheres,6573,16 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6473,16,Amapá,2022,2022,93,População residente,5,Mulheres,6574,17 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6732,16,Amapá,2022,2022,93,População residente,5,Mulheres,6575,18 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6843,16,Amapá,2022,2022,93,População residente,5,Mulheres,6576,19 anos,113635,Total
3,Unidade da Federação,45,Pessoas,34634,16,Amapá,2022,2022,93,População residente,5,Mulheres,93087,20 a 24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6839,16,Amapá,2022,2022,93,População residente,5,Mulheres,6577,20 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6802,16,Amapá,2022,2022,93,População residente,5,Mulheres,6578,21 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7389,16,Amapá,2022,2022,93,População residente,5,Mulheres,6579,22 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6961,16,Amapá,2022,2022,93,População residente,5,Mulheres,6580,23 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6643,16,Amapá,2022,2022,93,População residente,5,Mulheres,6581,24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,32404,16,Amapá,2022,2022,93,População residente,5,Mulheres,93088,25 a 29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6906,16,Amapá,2022,2022,93,População residente,5,Mulheres,6582,25 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6799,16,Amapá,2022,2022,93,População residente,5,Mulheres,6656,26 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6265,16,Amapá,2022,2022,93,População residente,5,Mulheres,6657,27 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6454,16,Amapá,2022,2022,93,População residente,5,Mulheres,6658,28 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5980,16,Amapá,2022,2022,93,População residente,5,Mulheres,6659,29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,29836,16,Amapá,2022,2022,93,População residente,5,Mulheres,93089,30 a 34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6434,16,Amapá,2022,2022,93,População residente,5,Mulheres,6583,30 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5613,16,Amapá,2022,2022,93,População residente,5,Mulheres,6584,31 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6077,16,Amapá,2022,2022,93,População residente,5,Mulheres,6585,32 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5951,16,Amapá,2022,2022,93,População residente,5,Mulheres,6586,33 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5761,16,Amapá,2022,2022,93,População residente,5,Mulheres,6587,34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,29419,16,Amapá,2022,2022,93,População residente,5,Mulheres,93090,35 a 39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5992,16,Amapá,2022,2022,93,População residente,5,Mulheres,6588,35 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6010,16,Amapá,2022,2022,93,População residente,5,Mulheres,6589,36 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5827,16,Amapá,2022,2022,93,População residente,5,Mulheres,6590,37 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5869,16,Amapá,2022,2022,93,População residente,5,Mulheres,6591,38 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5721,16,Amapá,2022,2022,93,População residente,5,Mulheres,6592,39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,26711,16,Amapá,2022,2022,93,População residente,5,Mulheres,93091,40 a 44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6228,16,Amapá,2022,2022,93,População residente,5,Mulheres,6593,40 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5211,16,Amapá,2022,2022,93,População residente,5,Mulheres,6594,41 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5678,16,Amapá,2022,2022,93,População residente,5,Mulheres,6595,42 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4983,16,Amapá,2022,2022,93,População residente,5,Mulheres,6596,43 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4611,16,Amapá,2022,2022,93,População residente,5,Mulheres,6597,44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,21876,16,Amapá,2022,2022,93,População residente,5,Mulheres,93092,45 a 49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4792,16,Amapá,2022,2022,93,População residente,5,Mulheres,6598,45 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4582,16,Amapá,2022,2022,93,População residente,5,Mulheres,6599,46 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4298,16,Amapá,2022,2022,93,População residente,5,Mulheres,6600,47 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4183,16,Amapá,2022,2022,93,População residente,5,Mulheres,6601,48 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4021,16,Amapá,2022,2022,93,População residente,5,Mulheres,6602,49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,18033,16,Amapá,2022,2022,93,População residente,5,Mulheres,93093,50 a 54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4153,16,Amapá,2022,2022,93,População residente,5,Mulheres,6603,50 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3571,16,Amapá,2022,2022,93,População residente,5,Mulheres,6604,51 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3716,16,Amapá,2022,2022,93,População residente,5,Mulheres,6605,52 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3387,16,Amapá,2022,2022,93,População residente,5,Mulheres,6606,53 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3206,16,Amapá,2022,2022,93,População residente,5,Mulheres,6607,54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13966,16,Amapá,2022,2022,93,População residente,5,Mulheres,93094,55 a 59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3123,16,Amapá,2022,2022,93,População residente,5,Mulheres,6608,55 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3099,16,Amapá,2022,2022,93,População residente,5,Mulheres,6609,56 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2705,16,Amapá,2022,2022,93,População residente,5,Mulheres,6610,57 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2658,16,Amapá,2022,2022,93,População residente,5,Mulheres,6611,58 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2381,16,Amapá,2022,2022,93,População residente,5,Mulheres,6612,59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11034,16,Amapá,2022,2022,93,População residente,5,Mulheres,93095,60 a 64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2588,16,Amapá,2022,2022,93,População residente,5,Mulheres,6613,60 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2228,16,Amapá,2022,2022,93,População residente,5,Mulheres,6614,61 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2176,16,Amapá,2022,2022,93,População residente,5,Mulheres,6615,62 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2040,16,Amapá,2022,2022,93,População residente,5,Mulheres,6616,63 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2002,16,Amapá,2022,2022,93,População residente,5,Mulheres,6617,64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8057,16,Amapá,2022,2022,93,População residente,5,Mulheres,93096,65 a 69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1997,16,Amapá,2022,2022,93,População residente,5,Mulheres,6618,65 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1731,16,Amapá,2022,2022,93,População residente,5,Mulheres,6619,66 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1577,16,Amapá,2022,2022,93,População residente,5,Mulheres,6620,67 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1429,16,Amapá,2022,2022,93,População residente,5,Mulheres,6621,68 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1323,16,Amapá,2022,2022,93,População residente,5,Mulheres,6622,69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5159,16,Amapá,2022,2022,93,População residente,5,Mulheres,93097,70 a 74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1299,16,Amapá,2022,2022,93,População residente,5,Mulheres,6623,70 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1064,16,Amapá,2022,2022,93,População residente,5,Mulheres,6624,71 anos,113635,Total
3,Unidade da Federação,45,Pessoas,986,16,Amapá,2022,2022,93,População residente,5,Mulheres,6625,72 anos,113635,Total
3,Unidade da Federação,45,Pessoas,922,16,Amapá,2022,2022,93,População residente,5,Mulheres,6626,73 anos,113635,Total
3,Unidade da Federação,45,Pessoas,888,16,Amapá,2022,2022,93,População residente,5,Mulheres,6627,74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3584,16,Amapá,2022,2022,93,População residente,5,Mulheres,93098,75 a 79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,837,16,Amapá,2022,2022,93,População residente,5,Mulheres,6628,75 anos,113635,Total
3,Unidade da Federação,45,Pessoas,741,16,Amapá,2022,2022,93,População residente,5,Mulheres,6629,76 anos,113635,Total
3,Unidade da Federação,45,Pessoas,743,16,Amapá,2022,2022,93,População residente,5,Mulheres,6630,77 anos,113635,Total
3,Unidade da Federação,45,Pessoas,697,16,Amapá,2022,2022,93,População residente,5,Mulheres,6631,78 anos,113635,Total
3,Unidade da Federação,45,Pessoas,566,16,Amapá,2022,2022,93,População residente,5,Mulheres,6632,79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2159,16,Amapá,2022,2022,93,População residente,5,Mulheres,49108,80 a 84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,573,16,Amapá,2022,2022,93,População residente,5,Mulheres,6633,80 anos,113635,Total
3,Unidade da Federação,45,Pessoas,407,16,Amapá,2022,2022,93,População residente,5,Mulheres,6634,81 anos,113635,Total
3,Unidade da Federação,45,Pessoas,476,16,Amapá,2022,2022,93,População residente,5,Mulheres,6635,82 anos,113635,Total
3,Unidade da Federação,45,Pessoas,400,16,Amapá,2022,2022,93,População residente,5,Mulheres,6636,83 anos,113635,Total
3,Unidade da Federação,45,Pessoas,303,16,Amapá,2022,2022,93,População residente,5,Mulheres,6637,84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1295,16,Amapá,2022,2022,93,População residente,5,Mulheres,49109,85 a 89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,333,16,Amapá,2022,2022,93,População residente,5,Mulheres,6638,85 anos,113635,Total
3,Unidade da Federação,45,Pessoas,313,16,Amapá,2022,2022,93,População residente,5,Mulheres,6639,86 anos,113635,Total
3,Unidade da Federação,45,Pessoas,230,16,Amapá,2022,2022,93,População residente,5,Mulheres,6640,87 anos,113635,Total
3,Unidade da Federação,45,Pessoas,207,16,Amapá,2022,2022,93,População residente,5,Mulheres,6641,88 anos,113635,Total
3,Unidade da Federação,45,Pessoas,212,16,Amapá,2022,2022,93,População residente,5,Mulheres,6642,89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,562,16,Amapá,2022,2022,93,População residente,5,Mulheres,60040,90 a 94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,173,16,Amapá,2022,2022,93,População residente,5,Mulheres,6643,90 anos,113635,Total
3,Unidade da Federação,45,Pessoas,113,16,Amapá,2022,2022,93,População residente,5,Mulheres,6644,91 anos,113635,Total
3,Unidade da Federação,45,Pessoas,111,16,Amapá,2022,2022,93,População residente,5,Mulheres,6645,92 anos,113635,Total
3,Unidade da Federação,45,Pessoas,93,16,Amapá,2022,2022,93,População residente,5,Mulheres,6646,93 anos,113635,Total
3,Unidade da Federação,45,Pessoas,72,16,Amapá,2022,2022,93,População residente,5,Mulheres,6647,94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,169,16,Amapá,2022,2022,93,População residente,5,Mulheres,60041,95 a 99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,51,16,Amapá,2022,2022,93,População residente,5,Mulheres,6648,95 anos,113635,Total
3,Unidade da Federação,45,Pessoas,46,16,Amapá,2022,2022,93,População residente,5,Mulheres,6649,96 anos,113635,Total
3,Unidade da Federação,45,Pessoas,35,16,Amapá,2022,2022,93,População residente,5,Mulheres,6650,97 anos,113635,Total
3,Unidade da Federação,45,Pessoas,24,16,Amapá,2022,2022,93,População residente,5,Mulheres,6651,98 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13,16,Amapá,2022,2022,93,População residente,5,Mulheres,6652,99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,122,16,Amapá,2022,2022,93,População residente,5,Mulheres,6653,100 anos ou mais,113635,Total
3,Unidade da Federação,45,Pessoas,1511460,17,Tocantins,2022,2022,93,População residente,6794,Total,100362,Total,113635,Total
3,Unidade da Federação,45,Pessoas,114383,17,Tocantins,2022,2022,93,População residente,6794,Total,93070,0 a 4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,21793,17,Tocantins,2022,2022,93,População residente,6794,Total,6557,Menos de 1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,1694,17,Tocantins,2022,2022,93,População residente,6794,Total,93071,Menos de 1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,1736,17,Tocantins,2022,2022,93,População residente,6794,Total,93072,1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,1843,17,Tocantins,2022,2022,93,População residente,6794,Total,93073,2 meses,113635,Total
3,Unidade da Federação,45,Pessoas,1754,17,Tocantins,2022,2022,93,População residente,6794,Total,93074,3 meses,113635,Total
3,Unidade da Federação,45,Pessoas,1767,17,Tocantins,2022,2022,93,População residente,6794,Total,93075,4 meses,113635,Total
3,Unidade da Federação,45,Pessoas,1575,17,Tocantins,2022,2022,93,População residente,6794,Total,93076,5 meses,113635,Total
3,Unidade da Federação,45,Pessoas,1664,17,Tocantins,2022,2022,93,População residente,6794,Total,93077,6 meses,113635,Total
3,Unidade da Federação,45,Pessoas,2015,17,Tocantins,2022,2022,93,População residente,6794,Total,93078,7 meses,113635,Total
3,Unidade da Federação,45,Pessoas,1943,17,Tocantins,2022,2022,93,População residente,6794,Total,93079,8 meses,113635,Total
